4.124326797478960679e-03,1.401970971866449076e-03,8.300172898055150836e-03,8.269258502253516371e-03,-1.161732786831317504e-03,-2.007492106919160635e-03,4.711364163892154192e-03,-7.705081585482929409e-03,-1.561031120098302014e-03,3.992973743025547695e-03
5.562596005659231277e-03,-9.993108734131107146e-03,-1.410278666140634893e-03,-9.600577711675765957e-03,1.071461400417536916e-03,-2.691811247887187890e-03,9.440195669213521587e-03,7.248344265047765300e-04,-9.680916920032344927e-03,-5.692655347345483563e-03
-2.528563946612803065e-03,-6.790071347074182716e-03,6.315929696002383839e-03,-7.164298109433764501e-03,8.702236302443175017e-03,-3.233977057643102823e-03,-1.988627191247521048e-04,-4.973428484186630250e-05,1.181249570441095936e-04,-9.462720024931141338e-03
-4.230288197198941655e-03,7.306268255351222249e-03,-1.584035208569634784e-03,6.449246994171905015e-03,-4.081321092505048494e-03,5.921676657097118754e-03,5.472945872141843013e-03,1.367277715055277218e-03,-6.174657206192058281e-03,9.353941749322065499e-03
-2.332809632531092532e-03,-3.239297993500971085e-03,-3.319060915840168872e-03,-9.445602912936876261e-04,-8.403411735246764033e-03,8.703534355027823730e-03,5.433989552712688298e-03,-6.490884679375827880e-03,-5.536055916619875283e-03,2.758575451473068221e-03
-9.605234739309628095e-03,9.026869725401906810e-03,7.862362338392837532e-03,-5.149527021149243045e-03,-1.825921138574939165e-03,6.072864456742642705e-03,-8.283032068712364859e-03,-6.290612319608626136e-03,8.320617652800210359e-03,-5.429307368204781305e-03
1.312048173298130740e-03,-9.905433335189502836e-03,8.424778501064543110e-03,1.175792610596370497e-04,-2.995562199755059940e-03,-2.177076215112759214e-03,5.923786414926595148e-03,-9.440518777795064639e-03,-7.727701313437876363e-03,3.839100977548240076e-03
-7.108502418225540187e-06,4.640494754487965376e-03,5.019106126417649527e-03,1.132478994356303156e-03,7.377446639293140304e-03,-9.234252835541273408e-03,2.104943276128473997e-03,-6.022229214412462214e-03,-4.679569241124890630e-03,-1.325141588584330746e-03
1.152555410866673569e-03,-5.999775086379577696e-03,5.419972568447737130e-03,6.618476710775996960e-03,4.406287697855093208e-03,6.294741003525712239e-03,-6.655129320927764477e-03,-4.190463740458977293e-04,-1.134714007086598878e-03,4.195008870754111246e-03
-3.389901937948822629e-03,9.412632908888529312e-03,-1.941784375901114273e-04,2.931768218792426411e-04,9.879114942562902332e-03,7.505803841704674836e-03,9.773166259874890502e-03,-4.372413687106573368e-03,-1.700263840303025548e-04,6.904198261902550274e-03
2.887989133505639364e-03,4.364372278966965890e-03,-6.393196653238676988e-03,8.921981891059331191e-03,-1.948492302906943904e-03,-6.270090517609361487e-03,-6.867941545068061669e-03,3.110984527160343821e-03,-2.166629516346824449e-03,-7.163631125977989490e-03
4.878368274903666785e-03,7.033222948654228521e-03,-1.201213400957128197e-03,-1.803827849618123286e-03,6.821380767111674681e-04,4.615321110005414854e-03,4.167163095510073578e-05,7.695312485842228586e-03,5.324999055768622758e-04,-9.252672316656440632e-03
1.058093915006061772e-03,-4.358021288633848710e-03,1.895635750526002139e-03,4.947233092070773414e-03,-8.494442076623040863e-03,8.412687466325606891e-03,4.930800069563178942e-03,-5.586234975253374403e-03,5.475877377161634044e-03,-7.239799968992293409e-03
-3.902822803307710517e-03,9.046900953845504398e-03,7.300079084510252211e-03,9.569948081639941331e-03,-6.880734055477889105e-03,-5.441050332683876334e-04,8.099077954833474105e-03,3.507333936770461180e-03,1.909441632473942579e-03,-5.523324521290277900e-03
-2.282052705405321520e-03,-1.539532556934843435e-03,-9.644116002249705083e-04,-8.978872687402435909e-04,-8.958865306997781247e-03,8.694047728095890756e-03,5.637594486234730543e-03,2.732269322963536834e-03,-7.669727747546989036e-03,7.293389057185564392e-03
9.680673151161013276e-03,1.735805856800737984e-03,1.883309907423826729e-03,5.790200975970062267e-03,-7.783275896698898383e-03,-2.502653137058848294e-03,9.431564709644650255e-03,-6.621324924791454833e-03,-9.607199765367899560e-03,-6.024183014557782725e-03
-2.708864089084952152e-03,9.884781604145074715e-03,6.850795654330122872e-03,7.464694627083988052e-03,4.350634592588062746e-03,-4.322692010430249053e-03,-5.236887840397564005e-03,5.206595311460220088e-03,5.926932047781349397e-03,-9.508350432062549415e-03
-1.189380857790222831e-03,6.432997753192467791e-03,-7.903555781101459163e-03,3.932486638551627167e-03,-9.463134503889627722e-03,-5.944349411269547745e-03,-4.434980152736989548e-03,6.090418143266969689e-03,9.790491213038104643e-03,-7.698865268475803270e-03
-4.147129286866668707e-04,5.708154262831574219e-03,-1.976519388344475867e-03,-3.172997122900569379e-03,6.657277271176537461e-03,-2.465330622483243722e-03,-8.534787895872822383e-04,8.339718453673808027e-03,3.278345352324239445e-03,5.639311888794981339e-03
-5.695068072851507991e-03,3.161011154944118329e-05,5.908680428581137081e-03,-7.665887914151256997e-03,-9.727290826495262402e-03,-1.590884830149718807e-03,-3.679210668998338096e-03,-3.934593796944539125e-03,4.642177994358811371e-03,9.346330043244489502e-03
9.731466039140925992e-03,-7.717366686723623956e-03,6.377143529160704885e-03,-8.858017596494207474e-03,-9.408191201284603344e-03,4.559654051942873404e-03,3.787843767650038093e-03,3.261380901606325544e-06,2.111878114391672542e-03,-4.536655895326659714e-03
-8.948139456519881713e-03,4.532684423343607064e-03,5.568874743922962861e-03,-5.828400051165315982e-04,-4.981848426973720795e-03,8.810133815481421479e-03,-9.391705853011134142e-03,-4.076883309908943022e-03,7.473766999268813271e-06,2.523689252304133282e-03
3.948783543262605888e-03,7.672912507761619691e-03,4.493079460675453163e-03,6.595371146280547617e-03,-2.156103186446706524e-03,-2.912101442187751098e-03,-3.698538362641312291e-03,2.203613903806737884e-03,-3.294618191885586439e-04,-7.112007443163948298e-03
3.250943368447318724e-03,-2.904027623915090596e-03,9.154091758758352640e-03,-3.837794028224557515e-03,-8.812370228548679907e-03,-2.635547279462285147e-04,9.894243134848311819e-03,3.540996104433622588e-03,-6.210254107768247572e-03,-7.902588833063889026e-03
-7.397310057021480242e-03,4.974090785856850536e-03,5.084963009447629814e-03,8.704006273973089250e-03,-9.418404923206622273e-03,7.255356662119754121e-03,-9.796257686632107997e-03,4.161596985160817552e-03,-8.150256395614161042e-03,2.183661917731082036e-03
